Cell Line Name;Tissue;Tissue sub-type;IC50;Cell Line Name;Primary Disease;TP53 log2(TPM+1) Expression Public 22Q4;BRAF log2(TPM+1) Expression Public 22Q4;ATOX1 log2(TPM+1) Expression Public 22Q4;SLC31A1 log2(TPM+1) Expression Public 22Q4;ATP7A log2(TPM+1) Expression Public 22Q4;ATP7B log2(TPM+1) Expression Public 22Q4;Cell Line Name;disulfiram (BRD:BRD-K32744045-001-31-2) AUC Drug sensitivity AUC (PRISM Repurposing Secondary Screen)
;;;;RCC10RGB;Renal Cell Carcinoma;5,63;2,89;6,97;3,81;1,40;1,54;;
;;;;HCC95;Non-Small Cell Lung Cancer;4,22;3,51;7,01;4,91;2,21;2,21;;
;;;;HS229T;Non-Cancerous;4,34;2,89;7,80;4,22;2,05;0,96;;
;;;;SUDHL5;Non-Hodgkin Lymphoma;6,60;3,57;5,73;4,07;1,84;0,41;;
;;;;SMZ1;Non-Hodgkin Lymphoma;6,08;2,81;6,93;3,30;2,27;2,03;;
;;;;IPC298;Melanoma;2,38;3,08;10,39;5,00;2,87;1,75;;
;;;;HUH7;Hepatocellular Carcinoma;6,24;3,80;7,40;5,86;0,75;4,91;;
;;;;MOLP8;Non-Hodgkin Lymphoma;5,40;3,61;7,58;4,96;2,70;2,18;;
;;;;CORL105;Non-Small Cell Lung Cancer;4,50;3,24;6,63;4,70;1,91;2,68;;
;;;;NCIH520;Non-Small Cell Lung Cancer;3,30;3,96;6,36;5,50;2,09;1,79;;
;;;;C80;Colorectal Adenocarcinoma;2,33;1,72;7,42;3,46;0,87;2,53;;
;;;;NCIH1573;Non-Small Cell Lung Cancer;5,04;2,64;6,79;4,21;3,79;2,80;;
;;;;NP3;Diffuse Glioma;2,43;1,40;8,15;4,27;2,92;0,63;;
;;;;CCSW1;Intraductal Papillary Neoplasm of the Bile Duct;5,64;2,38;7,52;4,43;2,26;0,33;;
;;;;RBE;Intraductal Papillary Neoplasm of the Bile Duct;5,51;2,20;8,04;4,44;0,85;1,11;;
;;;;EM2;Myeloproliferative Neoplasms;5,41;3,16;5,70;3,30;0,84;3,66;;
;;;;CII;B-Lymphoblastic Leukemia/Lymphoma;5,23;2,95;8,00;2,43;1,22;0,03;;
;;;;NCIH841;Lung Neuroendocrine Tumor;7,12;3,77;7,24;3,73;2,26;3,54;;
;;;;8MGBA;Diffuse Glioma;6,38;3,17;7,15;4,32;2,12;1,25;;
;;;;EFO21;Ovarian Epithelial Tumor;7,01;3,88;7,23;4,91;2,16;1,20;;
;;;;KNS60;Diffuse Glioma;6,35;3,43;6,93;4,13;2,06;1,91;;
;;;;UPCISCC154;Head and Neck Squamous Cell Carcinoma;5,54;2,27;6,45;3,76;0,62;0,40;;
;;;;RERFGC1B;Esophagogastric Adenocarcinoma;2,99;3,42;7,36;4,06;1,43;2,65;;
;;;;NCIH322;Non-Small Cell Lung Cancer;5,62;2,60;7,19;4,03;2,14;1,66;;
;;;;TOV112D;Ovarian Epithelial Tumor;6,76;3,07;7,00;4,29;3,17;2,73;;
;;;;NCIH460;Non-Small Cell Lung Cancer;4,76;2,47;7,64;4,75;1,79;1,06;;
;;;;MELJUSO;Melanoma;5,44;2,56;11,20;5,55;1,77;1,90;;
;;;;NUDHL1;Non-Hodgkin Lymphoma;6,26;3,64;5,48;2,86;0,80;0,86;;
;;;;ONE58;Pleural Mesothelioma;5,44;2,74;8,78;5,22;2,01;1,06;;
;;;;T47D;Invasive Breast Carcinoma;5,56;2,63;7,93;4,77;1,24;3,23;;
;;;;HCC1569;Invasive Breast Carcinoma;3,35;3,87;7,20;4,10;1,58;2,38;;
;;;;WM88;Melanoma;5,57;3,27;9,24;4,86;2,93;2,65;;
;;;;SKNDZ;Neuroblastoma;6,94;3,21;6,93;4,30;3,45;2,71;;
;;;;HUO9;Osteosarcoma;4,23;2,87;9,29;4,36;1,72;2,11;;
;;;;SALE;Non-Cancerous;5,06;3,22;5,81;5,65;0,90;1,24;;
;;;;ANGMCSS;Diffuse Glioma;5,07;3,01;7,80;4,61;2,36;0,95;;
;;;;SW1353;Chondrosarcoma;5,02;3,35;7,58;5,02;2,44;2,63;;
;;;;SCS214;Synovial Sarcoma;5,64;2,88;8,83;4,38;2,94;2,32;;
;;;;HOP62;Non-Small Cell Lung Cancer;2,78;2,52;7,47;4,01;2,20;2,04;;
;;;;SNU899;Head and Neck Squamous Cell Carcinoma;5,61;3,02;6,36;4,94;1,36;0,86;;
;;;;CAPAN2;Pancreatic Adenocarcinoma;5,14;3,27;7,45;3,72;1,78;0,37;;
;;;;HS729;Rhabdomyosarcoma;6,40;3,27;7,20;4,87;2,41;1,09;;
;;;;HS688AT;Non-Cancerous;4,27;3,13;7,67;4,52;1,96;2,16;;
;;;;JEG3;Gestational Trophoblastic Disease;5,37;2,33;8,07;5,03;1,42;4,00;;
;;;;SW620;Colorectal Adenocarcinoma;5,92;3,11;6,57;3,50;2,33;1,63;;
;;;;EBC1;Non-Small Cell Lung Cancer;2,86;3,07;6,13;4,15;2,87;0,69;;
;;;;ML1;Well-Differentiated Thyroid Cancer;2,28;3,50;7,29;4,50;2,64;1,90;;
;;;;KPNRTBM1;Neuroblastoma;6,57;3,98;6,51;4,92;4,89;3,56;;
;;;;SNU886;Hepatocellular Carcinoma;1,72;2,99;7,01;5,04;3,16;0,58;;
;;;;MDAMB435S;Melanoma;6,20;3,11;8,05;4,27;2,22;1,07;;
;;;;SNU466;Diffuse Glioma;5,36;3,45;7,16;4,86;2,38;1,66;;
;;;;BOKU;Cervical Squamous Cell Carcinoma;6,08;2,63;7,56;2,84;1,17;1,16;;
;;;;NCIH82;Lung Neuroendocrine Tumor;4,70;3,68;6,15;4,42;2,28;3,21;;
;;;;UPMD1;Ocular Melanoma;5,03;3,38;7,73;4,43;3,59;2,05;;
;;;;OC314;Ovarian Epithelial Tumor;5,75;3,05;7,14;4,43;2,52;3,06;;
;;;;RT112;Bladder Urothelial Carcinoma;5,47;2,82;7,63;4,54;1,99;1,72;;
;;;;MFE280;Endometrial Carcinoma;4,49;3,06;7,20;4,51;3,28;2,94;;
;;;;ONDA9;Diffuse Glioma;5,32;2,79;9,29;3,69;1,04;0,23;;
;;;;LPS067;Liposarcoma;5,08;2,64;8,05;3,95;2,28;1,92;;
;;;;RPE1SS111;Non-Cancerous;5,46;2,05;7,74;4,96;2,14;1,37;;
;;;;GIMEN;Neuroblastoma;5,77;3,22;7,48;3,59;2,12;1,85;;
;;;;A427;Non-Small Cell Lung Cancer;4,11;3,16;7,50;3,29;1,24;2,82;;
;;;;HT1080;Fibrosarcoma;5,27;3,11;8,08;4,15;1,41;1,41;;
;;;;PLCPRF5;Hepatocellular Carcinoma;4,17;3,79;7,04;4,92;2,10;4,44;;
;;;;MIAPACA2;Pancreatic Adenocarcinoma;6,04;3,06;7,83;3,93;0,74;2,30;;
;;;;SNU119;Ovarian Epithelial Tumor;4,82;3,54;6,11;3,90;1,51;2,10;;
;;;;SG231;Intraductal Papillary Neoplasm of the Bile Duct;4,49;2,26;8,27;4,42;2,44;1,69;;
;;;;IGROV1;Ovarian Epithelial Tumor;5,17;3,02;6,35;4,61;1,30;3,21;;
;;;;YD8;Head and Neck Squamous Cell Carcinoma;6,85;2,89;7,74;4,85;2,68;2,38;;
;;;;ECC12;Esophagogastric Adenocarcinoma;4,40;3,94;6,24;3,89;2,59;2,03;;
;;;;A2780;Ovarian Epithelial Tumor;5,63;3,36;7,38;5,05;1,54;2,50;;
;;;;HCC1806;Breast Ductal Carcinoma In Situ;3,95;2,75;5,05;3,12;1,48;1,04;;
;;;;HCC1395;Invasive Breast Carcinoma;7,03;4,21;7,58;3,91;1,19;1,06;;
;;;;BCP1;Non-Hodgkin Lymphoma;5,31;3,30;7,54;4,04;2,36;0,93;;
;;;;CI1;Non-Hodgkin Lymphoma;7,32;3,51;7,57;3,83;1,32;0,36;;
;;;;MDAMB134VI;Invasive Breast Carcinoma;3,59;4,58;8,02;4,24;1,84;1,68;;
;;;;A253;Head and Neck Squamous Cell Carcinoma;3,17;2,80;7,02;4,70;2,19;2,05;;
;;;;NCIH2228;Non-Small Cell Lung Cancer;3,53;3,86;6,47;5,97;2,77;0,42;;
;;;;UMUC9;Bladder Urothelial Carcinoma;5,60;4,45;7,14;4,16;4,21;2,38;;
;;;;MPP89;Pleural Mesothelioma;2,17;3,16;7,46;4,83;1,54;2,90;;
;;;;EOL1;Myeloproliferative Neoplasms;6,45;3,07;5,93;2,87;0,84;1,52;;
;;;;SNU840;Ovarian Epithelial Tumor;4,11;2,64;7,13;3,78;1,72;1,91;;
;;;;LOUCY;Non-Hodgkin Lymphoma;6,93;3,61;6,83;4,04;1,95;2,72;;
;;;;ICC106;Intraductal Papillary Neoplasm of the Bile Duct;5,26;2,80;6,01;5,25;2,74;0,28;;
;;;;NCIH1563;Non-Small Cell Lung Cancer;4,77;2,11;6,49;5,30;2,88;2,95;;
;;;;SNU423;Hepatocellular Carcinoma;6,18;2,74;8,04;4,71;2,86;2,05;;
;;;;PANC0203;Pancreatic Adenocarcinoma;4,53;2,82;7,12;3,75;1,79;0,34;;
;;;;HO1U1;Head and Neck Squamous Cell Carcinoma;2,27;2,36;7,52;5,42;1,76;2,17;;
;;;;SNU398;Hepatocellular Carcinoma;3,59;3,59;7,16;4,26;1,40;2,63;;
;;;;PANC0504;Pancreatic Adenocarcinoma;5,26;2,53;7,21;4,12;2,52;0,67;;
;;;;MALME3M;Melanoma;5,07;3,71;9,00;1,72;2,52;2,57;;
;;;;GSS;Esophagogastric Adenocarcinoma;5,91;2,93;6,49;4,35;2,65;3,14;;
;;;;MKN45;Esophagogastric Adenocarcinoma;5,50;2,36;6,28;3,97;2,23;2,30;;
;;;;CAL54;Renal Cell Carcinoma;6,15;3,68;6,25;4,27;1,31;2,95;;
;;;;NCIH2106;Non-Small Cell Lung Cancer;6,55;4,62;5,94;4,77;3,24;4,72;;
;;;;DKMG;Diffuse Glioma;5,26;3,83;7,16;4,61;2,82;0,82;;
;;;;NCIH2227;Lung Neuroendocrine Tumor;6,55;4,08;6,94;3,83;1,14;3,56;;
;;;;GDM1;Acute Myeloid Leukemia;5,82;3,81;5,96;3,00;2,14;0,76;;
;;;;LMSU;Esophagogastric Adenocarcinoma;6,42;2,95;6,76;3,62;1,18;0,55;;
;;;;COGE352;Embryonal Tumor;6,19;3,49;7,52;4,07;3,28;3,12;;
;;;;HCC1428;Invasive Breast Carcinoma;6,40;2,89;7,62;4,72;2,39;5,23;;
;;;;MEL290;Ocular Melanoma;5,71;2,67;8,51;3,99;1,29;2,92;;
;;;;NCIH838;Non-Small Cell Lung Cancer;3,33;2,70;7,22;3,25;0,99;1,24;;
;;;;NCIH196;Lung Neuroendocrine Tumor;6,02;4,17;7,54;4,42;2,58;2,18;;
;;;;KMBC2;Bladder Urothelial Carcinoma;5,03;4,41;5,29;5,52;2,85;0,37;;
;;;;SW1417;Colorectal Adenocarcinoma;2,93;3,25;8,17;3,90;1,79;2,06;;
;;;;COLO800;Melanoma;6,02;2,71;9,27;4,56;2,00;2,08;;
;;;;HCC2279;Non-Small Cell Lung Cancer;6,16;2,97;8,68;4,54;2,71;1,20;;
;;;;NCIH2347;Non-Small Cell Lung Cancer;2,95;3,58;6,83;3,64;1,70;0,81;;
;;;;U266B1;Non-Hodgkin Lymphoma;4,16;3,94;9,54;4,60;2,05;0,77;;
;;;;BC3C;Bladder Urothelial Carcinoma;6,27;2,52;7,71;5,19;2,74;1,45;;
;;;;SNU869;Ampullary Carcinoma;4,31;3,44;7,83;4,81;2,02;1,12;;
;;;;RERFLCSQ1;Non-Small Cell Lung Cancer;3,95;2,85;7,76;4,92;2,04;1,81;;
;;;;OSRC2;Renal Cell Carcinoma;4,99;3,12;7,43;3,71;2,71;1,91;;
;;;;SNU349;Renal Cell Carcinoma;5,20;2,44;8,09;3,40;3,09;1,51;;
;;;;BHT101;Anaplastic Thyroid Cancer;5,59;3,56;6,12;4,54;1,23;1,58;;
;;;;PK59;Pancreatic Adenocarcinoma;3,70;3,07;5,91;3,56;1,62;2,29;;
;;;;CAOV4;Ovarian Epithelial Tumor;5,67;2,92;7,00;3,82;1,44;2,45;;
;;;;HEPG2;Hepatoblastoma;4,94;2,48;7,02;5,46;0,90;4,67;;
;;;;MERO48A;Pleural Mesothelioma;6,06;3,57;8,29;4,71;2,10;0,86;;
;;;;C8166;T-Lymphoblastic Leukemia/Lymphoma;6,26;3,16;7,69;4,44;1,93;1,64;;
;;;;NCIH2087;Non-Small Cell Lung Cancer;7,04;3,61;7,75;3,98;1,81;0,56;;
;;;;SKMEL28;Melanoma;4,54;2,92;10,71;4,97;2,44;2,51;;
;;;;OCIAML4;Acute Myeloid Leukemia;5,78;2,73;6,42;2,42;1,06;0,08;;
;;;;NP2;Diffuse Glioma;4,73;2,66;8,03;3,92;1,70;1,57;;
;;;;HS936T;Melanoma;3,93;3,08;11,19;6,14;3,06;2,77;;
;;;;HS618T;Non-Cancerous;4,06;3,09;7,63;5,40;2,56;0,93;;
;;;;CAS1;Diffuse Glioma;5,87;3,09;7,18;4,16;2,67;1,80;;
;;;;KNS42;Diffuse Glioma;5,05;2,94;6,32;5,84;2,06;1,90;;
;;;;TE8;Esophageal Squamous Cell Carcinoma;5,84;3,56;7,84;5,04;3,03;2,80;;
;;;;SUM149PT;Invasive Breast Carcinoma;5,56;2,19;5,97;3,58;0,40;0,96;;
;;;;SW13;Adrenocortical Carcinoma;5,06;3,27;7,46;3,36;2,52;2,62;;
;;;;SUDHL4;Non-Hodgkin Lymphoma;6,00;3,73;6,75;2,68;1,51;0,49;;
;;;;TC205;Ewing Sarcoma;5,94;3,64;7,10;3,89;1,74;1,42;;
;;;;HUH1;Hepatocellular Carcinoma;5,15;2,63;6,92;5,01;2,12;1,90;;
;;;;NCIH358;Non-Small Cell Lung Cancer;3,19;2,90;6,14;4,16;2,04;0,15;;
;;;;KU812;Myeloproliferative Neoplasms;6,45;2,87;6,03;3,54;2,60;5,84;;
;;;;SNU478;Ampullary Carcinoma;2,80;2,97;7,46;4,42;1,07;0,49;;
;;;;MERO95;Pleural Mesothelioma;6,88;2,91;7,36;5,33;1,45;3,24;;
;;;;KELLY;Neuroblastoma;5,00;3,89;6,69;3,79;2,84;2,34;;
;;;;SUM102PT;Invasive Breast Carcinoma;1,58;0,52;4,92;2,00;0,32;0,16;;
;;;;UMUC4;Bladder Urothelial Carcinoma;4,93;3,27;8,10;4,77;2,40;3,59;;
;;;;TT1TKB;Colorectal Adenocarcinoma;5,14;2,51;7,46;4,60;1,06;2,74;;
;;;;TCCSUP;Bladder Urothelial Carcinoma;5,15;3,67;6,73;5,48;3,05;0,44;;
;;;;D341Med;Embryonal Tumor;5,82;3,14;6,10;3,51;1,86;2,32;;
;;;;GP5D;Colorectal Adenocarcinoma;5,65;2,69;7,14;4,59;1,28;3,99;;
;;;;A172;Diffuse Glioma;6,32;3,11;7,76;4,31;1,92;2,02;;
;;;;SUDHL1;Non-Hodgkin Lymphoma;5,80;3,52;6,23;3,20;1,58;2,38;;
;;;;NCIH660;Prostate Small Cell Carcinoma;5,73;3,63;6,01;3,99;2,53;2,38;;
;;;;MSTO211H;Pleural Mesothelioma;4,90;3,53;8,36;4,26;1,33;1,70;;
;;;;AN3CA;Endometrial Carcinoma;5,13;3,63;6,61;4,78;2,44;3,10;;
;;;;KS1;Diffuse Glioma;5,63;3,19;7,26;4,17;1,92;1,71;;
;;;;DETROIT562;Head and Neck Squamous Cell Carcinoma;6,18;2,40;6,48;4,19;0,66;0,81;;
;;;;SH10TC;Esophagogastric Adenocarcinoma;5,20;3,77;7,03;5,02;1,65;2,31;;
;;;;JURKAT;T-Lymphoblastic Leukemia/Lymphoma;5,09;3,94;5,78;4,51;2,34;3,44;;
;;;;SKM1;Acute Myeloid Leukemia;5,91;3,00;7,03;3,35;1,45;2,41;;
;;;;SUPT1;T-Lymphoblastic Leukemia/Lymphoma;7,14;3,92;6,63;3,89;2,42;1,24;;
;;;;KMRC2;Renal Cell Carcinoma;5,06;1,68;7,64;4,16;2,24;1,43;;
;;;;FADU;Head and Neck Squamous Cell Carcinoma;5,17;3,62;7,03;3,91;2,03;1,05;;
;;;;VAESBJ;Epithelioid Sarcoma;5,39;2,73;8,41;3,57;2,29;2,81;;
;;;;JHOM2B;Ovarian Epithelial Tumor;5,67;3,49;6,12;4,07;1,88;3,30;;
;;;;P30OHK;B-Lymphoblastic Leukemia/Lymphoma;7,05;3,27;6,11;3,05;2,29;1,21;;
;;;;NCIH2110;Non-Small Cell Lung Cancer;5,89;2,78;6,03;4,42;1,40;1,37;;
;;;;SUM44PE;Invasive Breast Carcinoma;2,24;1,84;7,58;2,97;2,12;2,05;;
;;;;2313287;Esophagogastric Adenocarcinoma;6,32;3,72;5,59;6,28;2,05;2,72;;
;;;;MEL285;Ocular Melanoma;5,63;1,99;7,73;4,59;1,79;1,52;;
;;;;DND41;T-Lymphoblastic Leukemia/Lymphoma;6,46;3,54;6,50;3,37;2,45;0,79;;
;;;;OVCAR4;Ovarian Epithelial Tumor;4,92;2,92;8,27;3,67;1,28;1,34;;
;;;;NCIH2122;Non-Small Cell Lung Cancer;5,11;2,04;7,55;4,44;1,74;1,74;;
;;;;TTC1240;Rhabdoid Cancer;6,33;3,51;8,16;4,21;1,45;3,36;;
;;;;ICC10;Intraductal Papillary Neoplasm of the Bile Duct;4,91;2,46;7,73;5,57;2,71;1,12;;
;;;;LUDLU1;Non-Small Cell Lung Cancer;5,39;3,66;6,81;4,98;3,38;1,51;;
;;;;PK45H;Pancreatic Adenocarcinoma;5,92;3,62;7,67;3,99;2,10;0,78;;
;;;;DLD1;Colorectal Adenocarcinoma;5,23;2,88;7,94;4,47;1,87;1,93;;
;;;;MJ;Non-Hodgkin Lymphoma;6,87;3,78;7,48;3,67;2,13;2,43;;
;;;;BCPAP;Poorly Differentiated Thyroid Cancer;6,10;3,00;6,46;3,97;2,01;1,52;;
;;;;NCIH1792;Non-Small Cell Lung Cancer;2,32;3,15;7,64;4,75;3,29;2,07;;
;;;;MM160113;Melanoma;4,53;2,84;10,41;5,16;3,06;3,08;;
;;;;RERFLCMS;Non-Small Cell Lung Cancer;2,59;3,22;7,95;4,82;3,09;1,51;;
;;;;RPE1SS6;Non-Cancerous;5,52;2,88;7,98;4,15;2,24;0,99;;
;;;;HS172T;Non-Cancerous;4,08;3,48;7,44;4,97;3,49;1,17;;
;;;;BT20;Invasive Breast Carcinoma;6,85;4,56;7,55;4,67;1,85;2,24;;
;;;;HS706T;Non-Cancerous;5,10;3,22;7,31;5,21;2,30;2,50;;
;;;;UACC62SKINCJ1;Melanoma;5,27;4,25;9,71;5,73;3,06;1,86;;
;;;;HCC15;Non-Small Cell Lung Cancer;5,39;2,83;7,23;5,07;3,11;0,52;;
;;;;PACADD165;Pancreatic Adenocarcinoma;5,78;2,49;7,83;3,84;2,50;1,12;;
;;;;P2URK562;Myeloproliferative Neoplasms;2,28;3,44;6,81;4,54;2,53;3,71;;
;;;;SKRC20;Renal Cell Carcinoma;5,67;2,02;8,93;4,81;2,01;2,46;;
;;;;SNU1197;Colorectal Adenocarcinoma;4,81;3,02;7,40;4,20;0,97;1,14;;
;;;;NCIN87;Esophagogastric Adenocarcinoma;5,45;2,69;6,25;4,19;2,40;1,70;;
;;;;NALM6;B-Lymphoblastic Leukemia/Lymphoma;6,48;3,57;6,02;3,69;2,03;2,32;;
;;;;NALM1;Myeloproliferative Neoplasms;6,78;4,00;5,44;3,45;1,73;1,53;;
;;;;SKUT1;Uterine Sarcoma/Mesenchymal;6,61;3,19;7,40;5,29;1,40;1,91;;
;;;;SNU620;Esophagogastric Adenocarcinoma;6,03;3,28;5,84;5,99;2,56;4,29;;
;;;;HCC33;Lung Neuroendocrine Tumor;6,77;4,08;6,77;4,26;2,93;4,41;;
;;;;CHLA57;Embryonal Tumor;5,29;2,57;8,37;4,57;2,94;2,42;;
;;;;IM95;Esophagogastric Adenocarcinoma;5,18;2,96;6,51;5,00;1,46;2,15;;
;;;;DBTRG05MG;Diffuse Glioma;4,78;2,72;7,54;5,59;2,80;2,29;;
;;;;HMEL;Non-Cancerous;5,21;2,92;5,84;4,64;1,74;3,30;;
;;;;SNU16;Esophagogastric Adenocarcinoma;6,28;3,29;5,49;4,67;2,18;2,95;;
;;;;CW9019;Rhabdomyosarcoma;5,85;2,37;7,97;4,67;1,59;2,05;;
;;;;C396;Osteosarcoma;4,73;2,63;7,69;4,70;1,76;1,43;;
;;;;RO82W1;Well-Differentiated Thyroid Cancer;4,82;2,06;7,39;3,03;0,93;1,33;;
;;;;HLFA;Non-Cancerous;4,28;2,98;7,97;4,98;2,72;0,86;;
;;;;MINO;Non-Hodgkin Lymphoma;6,60;3,23;6,15;2,91;2,08;0,66;;
;;;;KARPAS1718;Non-Hodgkin Lymphoma;5,23;2,42;6,42;1,87;1,14;0,51;;
;;;;WM793;Melanoma;5,01;3,54;8,81;4,30;1,41;1,32;;
;;;;ISHIKAWAHERAKLIO02ER;Endometrial Carcinoma;4,65;2,41;6,97;5,01;2,63;3,17;;
;;;;HSC3;Head and Neck Squamous Cell Carcinoma;2,32;2,55;7,59;4,12;1,67;0,34;;
;;;;HOP92;Non-Small Cell Lung Cancer;4,37;3,31;8,25;4,04;1,37;0,84;;
;;;;CORL95;Lung Neuroendocrine Tumor;4,37;3,81;6,01;4,99;2,78;5,47;;
;;;;HDMYZ;Acute Myeloid Leukemia;2,59;3,59;9,00;4,21;2,29;1,19;;
;;;;MFM223;Invasive Breast Carcinoma;6,32;3,30;8,62;4,56;1,20;3,94;;
;;;;A4FUK;Non-Hodgkin Lymphoma;5,60;3,90;8,84;4,33;2,40;1,88;;
;;;;SNU1544;Colorectal Adenocarcinoma;4,90;3,30;7,59;4,24;1,15;1,45;;
;;;;COLO201;Colorectal Adenocarcinoma;5,02;3,52;7,81;4,33;1,51;2,63;;
;;;;PACADD135;Pancreatic Adenocarcinoma;2,29;1,23;6,77;2,48;1,47;0,30;;
;;;;SW48;Colorectal Adenocarcinoma;6,51;4,37;5,78;5,18;1,21;2,64;;
;;;;BICR31;Head and Neck Squamous Cell Carcinoma;5,98;2,65;7,09;4,02;1,67;0,39;;
;;;;SNU213;Pancreatic Adenocarcinoma;5,62;2,85;7,57;3,90;2,20;0,70;;
;;;;TTC442;Rhabdomyosarcoma;6,11;2,83;8,34;4,61;2,50;2,01;;
;;;;CAL62;Anaplastic Thyroid Cancer;5,86;3,47;7,16;4,04;1,19;2,06;;
;;;;BL41;Non-Hodgkin Lymphoma;4,55;3,92;5,33;3,64;1,73;0,36;;
;;;;SCCOHT1;Ovarian Epithelial Tumor;6,36;3,61;6,87;4,50;2,99;2,55;;
;;;;JHH1;Hepatocellular Carcinoma;4,92;4,09;6,95;4,18;1,00;1,86;;
;;;;T3M10;Non-Small Cell Lung Cancer;4,99;3,15;7,99;4,63;1,86;1,64;;
;;;;HCA1;Cervical Adenocarcinoma;5,69;1,71;6,25;3,33;1,05;0,92;;
;;;;NOMO1;Acute Myeloid Leukemia;3,35;2,00;5,92;3,90;0,90;0,58;;
;;;;CORL279;Lung Neuroendocrine Tumor;6,41;4,37;5,76;3,69;2,57;3,01;;
;;;;DAOY;Embryonal Tumor;7,56;3,13;6,99;4,95;1,99;1,45;;
;;;;A1207;Diffuse Glioma;5,66;3,29;8,26;4,26;1,86;1,45;;
;;;;HOTHC;Anaplastic Thyroid Cancer;5,50;2,29;8,38;5,05;2,06;2,59;;
;;;;MEWO;Melanoma;4,51;3,43;9,81;5,43;2,56;2,43;;
;;;;SNU1066;Head and Neck Squamous Cell Carcinoma;3,12;2,71;6,65;5,27;2,97;2,83;;
;;;;GRANTA519;Non-Hodgkin Lymphoma;7,00;4,25;6,47;3,90;2,32;0,18;;
;;;;CAL120;Invasive Breast Carcinoma;3,94;2,94;8,28;4,13;1,84;2,90;;
;;;;G401;Rhabdoid Cancer;5,82;3,70;6,50;4,96;1,84;2,57;;
;;;;CCLFPEDS0008T;Epithelioid Sarcoma;2,72;2,44;7,28;3,76;1,24;1,87;;
;;;;HS616T;Non-Cancerous;5,13;3,38;8,02;5,04;2,38;3,21;;
;;;;9505BIK;Pancreatic Adenocarcinoma;4,15;2,16;6,89;3,93;1,31;0,48;;
;;;;ONS76;Embryonal Tumor;5,09;3,17;6,83;3,98;2,28;2,14;;
;;;;NCIH2030;Non-Small Cell Lung Cancer;5,57;2,26;6,58;3,17;2,30;1,92;;
;;;;CH157MN;Meningothelial Tumor;3,26;2,72;7,91;4,52;1,97;0,82;;
;;;;LN235;Diffuse Glioma;5,66;3,07;7,64;4,86;2,82;0,58;;
;;;;GOTO;Neuroblastoma;6,58;3,25;7,48;4,26;2,01;1,40;;
;;;;RH30;Rhabdomyosarcoma;5,45;2,45;7,35;5,01;2,00;1,44;;
;;;;PEA1;Ovarian Epithelial Tumor;2,37;3,04;8,80;4,44;1,66;1,19;;
;;;;RI1;Non-Hodgkin Lymphoma;5,79;3,09;6,93;3,53;1,59;0,54;;
;;;;HS852T;Melanoma;4,53;3,17;8,65;4,42;3,39;1,82;;
;;;;OCIP5X;Ovarian Epithelial Tumor;5,11;2,35;6,40;2,72;0,71;1,18;;
;;;;HCC827GR5;Non-Small Cell Lung Cancer;6,45;3,05;5,78;4,83;2,68;1,45;;
;;;;ICC9;Intraductal Papillary Neoplasm of the Bile Duct;4,26;2,75;6,25;4,64;0,83;0,37;;
;;;;COLO829;Melanoma;4,94;3,97;9,00;5,33;3,08;1,79;;
;;;;WPE1NA22;Prostate Adenocarcinoma;5,48;2,05;7,60;5,49;1,38;1,00;;
;;;;KMS26;Non-Hodgkin Lymphoma;6,05;3,80;8,32;5,25;2,44;2,54;;
;;;;MDAMB468;Invasive Breast Carcinoma;6,54;3,11;7,66;4,76;2,19;1,49;;
;;;;A375;Melanoma;5,36;3,47;8,46;4,06;1,89;1,24;;
;;;;HCC2935;Non-Small Cell Lung Cancer;6,63;4,07;6,50;5,59;3,17;0,78;;
;;;;ICC5;Intraductal Papillary Neoplasm of the Bile Duct;5,27;2,88;8,62;4,54;2,31;2,56;;
;;;;SW780;Bladder Urothelial Carcinoma;5,58;3,11;6,87;4,08;2,97;2,69;;
;;;;D425;Embryonal Tumor;3,89;3,35;5,56;6,50;3,05;4,34;;
;;;;SW982;Synovial Sarcoma;6,01;3,23;8,38;4,18;2,02;0,98;;
;;;;OV56;Ovarian Epithelial Tumor;2,73;3,14;6,83;5,31;1,33;2,47;;
;;;;MEL270;Ocular Melanoma;4,41;2,41;6,72;5,24;2,17;1,49;;
;;;;PGA1;Non-Hodgkin Lymphoma;5,04;2,62;7,36;1,70;1,24;0,04;;
;;;;TUHR4TKB;Renal Cell Carcinoma;4,89;2,75;8,12;4,19;2,16;1,97;;
;;;;NUGC3;Esophagogastric Adenocarcinoma;6,08;2,58;6,75;3,83;2,28;2,29;;
;;;;ONCODG1;Ovarian Epithelial Tumor;6,11;2,88;6,45;3,55;1,74;2,13;;
;;;;KYSE30;Esophageal Squamous Cell Carcinoma;4,37;3,49;7,86;3,75;2,48;0,93;;
;;;;RH4;Rhabdomyosarcoma;2,74;2,12;7,02;4,70;2,09;2,00;;
;;;;SKNBE2;Neuroblastoma;6,09;3,65;6,46;4,72;2,97;2,71;;
;;;;T3M4;Pancreatic Adenocarcinoma;5,29;2,85;6,77;4,45;1,35;1,53;;
;;;;OCIMY7;Non-Hodgkin Lymphoma;4,72;2,61;6,59;3,82;1,84;2,25;;
;;;;NCIH1568;Non-Small Cell Lung Cancer;4,99;2,68;6,93;4,46;1,98;5,12;;
;;;;HDLM2;Hodgkin Lymphoma;6,30;3,72;6,95;4,09;2,40;0,46;;
